"healthy_66"	"healthy_67"	"healthy_68"	"healthy_69"	"healthy_70"	"diseased_71"	"diseased_72"	"diseased_73"	"diseased_74"	"diseased_75"
"B3GALT4"	0	1	0	0	0	0	0	0	0	0
"LOC105375022"	0	1	0	1	0	0	0	0	0	0
"RING1"	7	8	2	6	4	6	7	4	2	4
"MIR219A1"	4	6	5	5	1	0	2	0	0	0
"HSD17B8"	7	4	2	1	7	3	4	3	0	1
"SLC39A7"	0	0	0	0	1	0	0	0	0	0
"RNY4P10"	0	0	0	0	0	0	0	0	0	0
"RXRB"	27	18	26	33	15	19	15	23	22	28
"HCG24"	1	4	1	1	0	7	16	5	10	14
"LOC105375021"	0	0	0	0	0	0	0	0	0	0
"LOC124905396"	0	0	0	0	0	0	0	0	0	0
"MTCO3P1"	0	0	0	0	0	0	0	0	0	0
"RNU1.116P"	0	0	0	0	0	0	0	0	0	0
"HLA.DRB2"	0	0	0	0	0	0	0	0	0	0
"HLA.DRB3"	0	0	0	0	0	0	0	0	0	1
"LOC124905397"	0	0	0	0	0	0	0	0	0	0
"RNA5SP206"	0	0	0	0	0	0	0	0	0	0
"C4A"	1	0	1	0	0	0	0	0	0	0
"ZBTB12"	0	0	0	0	0	0	0	0	0	0
"SNORD52"	0	0	0	0	0	0	0	0	0	0
"SNORD48"	0	0	0	0	0	0	1	0	0	0
"SNHG32"	3	3	3	3	3	2	2	1	1	6
"HSPA1B"	68	59	60	46	5	19	18	19	12	37
"HSPA1A"	0	0	0	0	0	0	0	0	0	0
"HSPA1L"	8	6	3	4	1	10	6	5	5	11
"LSM2"	0	0	0	0	0	0	0	0	0	0
"LOC105375020"	1	0	0	0	0	0	0	0	0	0
"LOC105379656"	0	0	0	0	0	0	0	0	0	0
"CCHCR1"	173	119	137	149	82	76	77	66	96	110
"POLR2LP1"	0	0	0	0	0	0	0	0	0	0
"PSORS1C2"	0	0	0	0	1	0	0	0	0	0
"CDSN"	1	0	0	0	1	1	0	0	0	0
"PSORS1C1"	10	7	7	6	9	6	2	2	0	2
"C6orf15"	0	0	0	0	0	0	0	0	0	0
"MUC21"	0	0	0	0	0	0	0	0	0	0
"NAPGP2"	0	0	0	0	0	0	0	0	0	0
"HCG21"	0	0	0	0	0	0	0	0	0	0
"MUCL3"	0	0	0	0	0	0	0	0	0	0
"LOC124901299"	0	0	0	0	0	0	0	0	0	0
"SFTA2"	0	0	0	0	0	0	0	0	0	0
"VARS2"	0	1	0	1	0	0	0	0	2	2
"GTF2H4"	0	0	0	0	0	0	0	1	0	0
"MIR4640"	0	0	0	0	0	0	0	0	0	0
"DDR1"	37	12	18	13	11	34	21	30	21	26
"RN7SKP186"	0	0	0	0	0	0	0	0	0	0
"LINC02570"	0	0	0	0	0	0	0	0	0	0
"LOC124905395"	0	0	0	0	0	0	0	0	0	0
"RPL7P4"	0	0	0	0	0	0	0	0	0	0
"NRM"	0	0	0	0	3	0	0	0	0	0
"PPP1R18"	1	0	0	1	1	1	1	1	0	1
"TMPOP1"	0	0	0	0	0	0	0	0	0	0
"TRIM26BP"	0	0	0	0	0	0	0	0	0	0
"HLA.W"	0	0	0	0	0	0	0	0	0	0
"LOC124905394"	0	0	0	0	0	0	0	0	0	0
"LOC353009"	0	0	0	0	0	0	0	0	0	0
"LOC107987452"	0	0	0	0	0	0	0	0	0	0
"HCG4P11"	0	0	0	0	0	0	0	0	0	0
"OR2H2"	0	0	0	0	0	0	0	0	0	0
"RPL13AP"	0	0	0	0	0	0	0	0	0	0
"SNORD32B"	0	0	0	0	0	0	0	0	0	0
"TMEM183AP1"	0	0	0	0	0	0	0	0	0	0
"OR2H5P"	0	0	0	0	0	0	0	0	0	0
"UBD"	0	0	1	0	0	0	0	0	0	0
"LOC124905393"	0	0	0	0	0	0	0	0	0	0
"LOC105379641"	0	0	0	0	0	0	0	0	0	0
"LOC112268339"	0	0	0	0	0	0	0	0	0	0
"LOC124905398"	0	0	0	0	0	0	0	0	0	0
"LOC112268337"	0	0	0	0	0	0	0	0	0	0
"HLA.DQB1.AS1"	0	0	0	0	0	0	0	0	0	0
"FKBPL"	0	0	0	0	0	0	0	0	0	0
"ATF6B"	212	177	211	173	125	133	141	114	144	191
"LOC110384692"	0	0	0	0	0	0	0	0	0	0
"LOC112267902"	0	0	0	0	0	0	0	0	0	0
"HCG4P8"	0	0	0	0	0	0	0	0	0	0
"LOC107987447"	0	0	0	0	0	0	0	0	0	0
"LOC124901486"	0	0	0	0	0	0	0	0	0	0
"LOC124905392"	0	0	0	0	0	0	0	0	0	0
"LOC124905352"	0	0	0	0	0	0	0	0	0	0
"LOC112268336"	0	0	0	0	0	0	0	0	0	0
"LOC124901302"	2	0	0	1	2	1	1	1	2	2
"LOC124905389"	0	0	0	0	0	0	0	0	0	0
"LOC100294188"	0	0	0	0	0	0	0	0	0	0
"LOC112268335"	0	0	0	0	0	0	0	0	0	0
"LOC124905388"	0	0	0	0	0	0	0	0	0	0
"HLA.S"	0	0	0	0	0	0	0	0	0	0
"ZDHHC20P2"	0	0	0	0	0	0	0	0	0	0
"LOC124905390"	0	0	0	0	0	0	0	0	0	0
"LOC107987443"	0	0	0	0	0	0	0	0	0	0
"LOC124905387"	0	0	0	0	0	0	0	0	0	0
"LOC105374298"	0	0	0	0	0	0	0	0	0	0
"LOC124905391"	0	0	0	0	0	0	0	0	0	0
"TCF20"	20	11	14	13	10	19	15	20	18	26
"CYP2D8P"	1	0	0	0	0	0	0	0	0	0
"LOC105377203"	0	0	0	1	1	2	0	3	3	2
"CYP2D7"	23	22	7	22	9	24	29	14	30	28
"LOC102723722"	32	42	27	45	32	16	31	29	33	33
"CYP2D6"	0	0	0	0	0	1	0	1	1	1
"OLA1P1"	0	0	0	0	0	0	0	0	0	0
"NDUFA6.DT"	25	20	11	14	11	4	15	7	12	17
"NDUFA6"	0	0	0	0	0	0	0	0	0	0
"SMDT1"	0	3	3	1	3	7	0	5	2	3
"PHETA2"	5	1	4	5	0	3	3	3	1	1
"LOC107987441"	0	0	0	0	0	0	0	0	0	0
"LOC124905386"	0	0	0	0	0	0	0	0	0	0
"MUC2"	0	1	0	1	0	0	0	0	0	0
"LOC107987157"	0	0	0	0	0	0	0	0	0	0
"LINC02688"	0	0	0	0	0	0	0	0	0	0
"LOC124905385"	0	0	0	0	0	0	0	0	0	0
"MUC6"	0	0	0	0	0	0	0	0	0	0
"AP2A2"	529	462	459	498	321	367	389	349	444	518
"RNU6.1025P"	0	0	0	0	0	0	0	0	0	0
"LOC105377779"	0	0	0	0	0	0	0	0	0	0
"MIR3674"	0	0	0	0	0	0	0	0	0	0
"CLN8"	4	12	5	6	5	6	2	0	2	4
"CLN8.AS1"	0	0	0	0	0	0	0	0	0	0
"LOC124905384"	0	0	0	0	0	0	0	0	0	0
"LOC105377778"	0	0	0	0	0	0	0	0	0	0
"LOC100130321"	0	0	0	0	0	0	0	0	0	0
"LOC124901870"	0	0	0	0	0	0	0	0	0	0
"DLGAP2"	5	1	5	2	5	3	2	6	5	13
"DLGAP2.AS1"	0	0	0	0	0	0	0	0	0	0
"LOC124905383"	0	0	0	0	0	0	0	0	0	0
"LOC124905382"	0	0	0	0	0	0	0	0	0	0
"LOC112267927"	0	0	0	0	0	0	0	0	0	0
"LOC100294160"	0	0	0	0	0	0	0	0	0	0
"LOC124905381"	0	0	0	0	0	0	0	0	0	0
"LOC124905380"	0	0	0	0	0	0	0	0	0	0
"LOC107987440"	0	0	0	0	0	0	0	0	0	0
"LOC124905379"	0	0	0	0	0	0	0	0	0	0
"LINC01596"	0	0	0	0	0	0	0	0	0	0
"LOC105377619"	0	0	0	0	0	0	2	0	0	0
"FRG1.DT"	0	0	0	1	2	0	0	0	0	3
"RNU1.51P"	0	0	0	0	0	0	0	0	0	0
"LOC105377616"	0	0	0	0	1	0	0	0	0	0
"LOC107987311"	0	0	0	0	0	0	0	0	0	0
"LINC01262"	1	1	0	1	0	0	0	0	0	0
"LOC105377615"	0	0	0	0	0	0	0	0	0	0
"HSP90AA4P"	0	0	0	0	0	0	0	0	0	0
"LOC105377614"	0	0	0	0	0	0	0	0	0	0
"KRT18P53"	0	0	0	0	0	0	0	0	0	0
"FABP5P13"	0	0	0	0	0	0	0	0	0	0
"LOC102723840"	0	0	0	0	0	0	0	0	0	0
"LOC124900588"	126	110	117	109	84	82	93	83	103	105
"LOC101929829"	1	0	0	2	0	1	0	1	0	2
"LOC107987438"	0	0	0	0	0	0	0	0	0	0
"LOC124905377"	0	0	0	0	0	0	0	0	0	0
"LOC124905378"	0	0	0	0	0	0	0	0	0	0
"LOC105372225"	0	0	0	0	0	0	0	0	0	0
"SALL3"	41	51	41	66	25	68	40	46	60	59
"LINC01896"	0	0	0	0	0	0	0	0	0	0
"LOC105372221"	0	0	0	0	0	0	0	0	0	0
"LOC105372220"	0	0	0	0	0	0	0	0	0	0
"LOC105372219"	0	0	0	0	0	0	0	0	0	0
"WNT9B"	0	0	1	0	0	0	3	0	0	1
"LOC101929777"	0	0	0	0	1	1	2	1	0	0
"WNT3"	28	16	22	14	8	14	18	11	24	24
"RPS7P11"	3	2	1	2	4	1	0	0	0	0
"LOC107985026"	0	0	0	0	0	0	0	0	0	0
"NSF"	1	2	1	1	0	3	1	0	5	0
"LOC124905375"	0	0	0	0	0	0	0	0	0	0
"RN7SL199P"	0	0	0	0	0	0	0	0	0	0
"LRRC37A2"	76	81	57	85	43	78	97	112	115	111
"ARL17A"	61	57	37	61	39	55	84	54	80	70
"RDM1P2"	0	0	0	0	0	0	0	1	1	0
"LOC124905376"	0	0	0	0	0	0	0	0	0	0
"LOC124904014"	0	0	0	0	0	0	0	0	0	0
"LOC100132570"	0	3	0	2	0	0	0	1	4	0
"DND1P2"	0	0	0	0	0	0	0	1	0	1
"MAPK8IP1P1"	0	0	0	0	0	0	0	1	0	1
"KANSL1.AS1"	0	0	0	0	0	0	0	0	0	0
"LOC107985027"	0	0	0	0	0	0	0	0	0	0
"KANSL1"	68	73	42	48	40	72	73	68	83	101
"STH"	0	0	0	0	0	0	0	0	0	0
"LOC105371800"	0	0	0	0	0	0	0	0	0	0
"MAPT.IT1"	1	2	2	1	3	0	1	2	0	3
"MAPT"	297	340	180	402	235	385	574	600	815	655
"SPPL2C"	0	1	0	0	0	0	0	0	1	0
"MAPT.AS1"	0	0	0	0	0	0	0	0	0	0
"CRHR1"	0	0	0	0	0	0	0	0	0	0
"LOC107985028"	0	0	0	0	0	0	0	0	0	0
"LOC105371802"	0	0	0	0	0	0	0	0	0	0
"ARF2P"	3	2	1	4	2	0	3	4	6	9
"LINC02210.CRHR1"	0	0	1	0	0	0	0	0	0	0
"LINC02210"	4	1	0	4	1	2	3	2	2	5
"RPS26P8"	0	1	0	1	1	0	1	0	0	0
"MAPK8IP1P2"	0	0	0	0	3	2	1	1	1	0
"DND1P1"	0	0	0	0	0	0	0	0	0	0
"RDM1P1"	0	0	0	0	0	0	0	0	0	0
"LOC102724345"	0	0	0	0	1	0	1	0	0	0
"LRRC37A4P"	16	12	9	15	14	20	14	16	28	21
"LOC112267925"	0	0	0	0	0	0	0	0	0	0
"LRRC37A3"	450	548	391	550	416	529	678	504	632	636
"LOC105369225"	1	0	0	0	0	1	2	0	0	0
"LOC124904113"	0	0	0	0	0	0	0	0	0	0
"MIR4315.1"	0	0	0	0	0	0	0	0	0	0
"PLEKHM1"	14	6	14	16	7	5	4	8	8	12
"ARHGAP27"	0	0	1	0	0	0	1	2	1	0
"LOC105371796"	0	0	0	0	0	0	0	0	0	0
"RNA5SP443"	0	0	0	0	0	0	0	0	0	0
"KRTAP9.12P"	0	0	0	0	0	0	0	0	0	0
"KRTAP9.2"	0	0	0	0	0	0	0	0	0	0
"KRTAP9.4"	0	0	0	0	0	0	0	0	0	0
"KRTAP9.9"	0	0	0	0	0	0	0	0	0	0
"KRTAP9.6"	0	0	0	0	0	0	0	0	0	0
"KRTAP9.11P"	0	0	0	0	0	0	0	0	0	0
"KRTAP9.7"	0	0	0	0	0	0	0	0	0	0
"KRTAP9.10P"	0	0	0	0	0	0	0	0	0	0
"KRTAP29.1"	0	0	0	0	0	0	0	0	0	0
"LOC124900636"	0	0	0	0	0	0	0	0	0	0
"TBC1D3I"	0	0	0	0	0	0	0	0	0	0
"LOC124900635"	0	0	0	0	0	0	0	0	0	0
"CCL4L1"	1	0	0	0	0	0	0	0	0	0
"CCL3L1"	0	0	0	0	0	0	0	0	0	0
"LOC124905374"	0	0	0	0	0	0	0	0	0	0
"CCL3P1"	0	0	0	0	0	0	0	0	0	0
"LOC124905373"	0	0	0	0	0	0	0	0	0	0
"TBC1D3G"	4	10	2	5	6	6	15	7	15	15
"LOC100420853"	0	0	0	0	0	0	0	0	0	0
"YWHAEP6"	0	0	0	0	0	0	0	0	0	0
"LOC105379635"	0	0	0	0	0	0	0	0	0	0
"CCL4L2"	0	0	0	0	0	0	0	0	0	0
"CCL3L3"	0	0	0	0	0	0	0	0	0	0
"TBC1D3B"	0	0	0	0	0	0	0	0	1	0
"LOC100420851"	0	0	0	0	0	0	0	0	0	0
"LOC100419980"	0	0	0	0	0	0	0	0	0	0
"LOC101927369"	0	0	0	0	0	0	1	0	0	0
"RN7SL301P"	0	0	0	0	0	0	0	0	0	0
"CCL4"	0	0	0	0	0	0	0	0	0	0
"CCL3"	0	0	0	0	0	0	0	0	0	0
"CCL18"	0	0	0	0	0	0	0	0	0	0
"MIR3183"	0	0	0	0	0	0	0	0	0	0
"LOC105371481"	0	0	0	0	0	0	0	0	0	0
"ABR"	27	25	36	33	24	10	12	13	16	26
"TIMM22"	0	0	0	0	0	0	0	0	0	0
"NXN"	2728	1844	3145	1944	1776	1911	1215	1163	1174	1709
"RPH3AL.AS1"	0	0	0	0	0	0	0	0	0	0
"LOC105371425"	0	0	0	0	0	0	0	0	0	0
"RPH3AL"	11	9	12	10	7	9	7	8	1	6
"LOC124903606"	0	0	0	0	0	0	0	0	0	0
"LOC107984761"	0	0	0	0	0	0	0	0	0	0
"LOC107984089"	0	0	0	0	0	0	0	0	0	0
"FMN1"	27	34	40	29	23	11	9	9	4	14
"GREM1.AS1"	0	0	0	0	0	0	0	0	0	0
"GREM1"	17	22	49	8	20	73	38	7	11	29
"LOC105370756"	0	0	0	0	0	0	0	0	0	0
"SCG5.AS1"	0	0	0	0	0	0	0	0	0	0
"SCG5"	0	0	0	0	0	0	0	0	0	0
"ARHGAP11A.SCG5"	1	0	0	0	0	0	0	0	1	0
"ARHGAP11A"	13	14	14	23	8	6	12	7	9	10
"RN7SL286P"	0	0	0	0	0	0	0	0	0	0
"GOLGA8N"	25	18	11	17	14	5	6	5	6	8
"ARHGAP11A.DT"	0	0	1	0	0	0	0	0	0	0
"LINC02256"	3	0	0	2	3	2	0	1	1	0
"WHAMMP1"	74	64	65	63	71	61	59	47	62	68
"LOC107984723"	4	7	3	8	1	5	3	6	5	6
"LOC101060588"	0	0	0	0	0	0	0	0	0	0
"RNU6.18P"	0	0	0	0	0	1	0	0	0	0
"LOC102724078"	49	15	23	22	11	11	17	21	27	16
"CHRNA7"	17	21	20	17	6	26	29	19	27	34
"LOC124903441"	0	0	0	0	0	0	0	0	0	0
"LOC124900362"	0	0	0	0	0	0	0	0	0	0
"DEPDC1P1"	0	0	0	0	0	0	0	0	0	0
"OTUD7A"	57	42	35	52	39	51	90	65	66	92
"LOC400347"	0	0	0	0	0	0	0	0	0	0
"UBE2CP4"	0	0	0	0	0	0	0	0	0	0
"LOC105370939"	0	0	0	0	0	0	0	0	0	0
"KLF13"	389	360	369	368	296	239	207	208	244	251
"LINC03034"	0	0	0	0	0	0	0	0	0	0
"LOC107984092"	4	6	3	3	5	7	8	7	10	9
"LINC02352"	2	0	1	0	0	0	2	0	1	2
"LOC107984779"	0	0	0	0	0	0	0	0	0	0
"MIR211"	0	0	0	0	0	0	0	0	0	0
"LOC105370752"	0	0	0	0	0	0	0	0	0	0
"TRPM1"	0	0	0	0	0	0	0	0	0	0
"RNU6.466P"	0	0	0	0	0	0	0	0	0	0
"MTMR10"	164	135	167	138	113	114	81	66	76	100
"FAN1"	178	169	147	198	153	146	198	165	216	187
"LOC388104"	0	0	0	0	0	0	0	0	0	0
"LOC100629121"	0	0	0	0	0	0	0	0	0	0
"HERC2P10"	0	0	0	0	0	0	0	0	0	0
"LOC124903453"	0	0	0	0	0	0	0	0	0	0
"LOC124900565"	1	0	1	0	2	0	0	1	0	2
"RN7SL82P"	0	0	0	0	0	0	0	0	0	0
"LOC124905372"	0	0	0	0	0	0	0	0	0	0
"LOC101930434"	1	0	2	0	0	1	0	1	0	1
"LOC100288637"	34	37	26	21	17	22	15	20	19	27
"ARHGAP11B"	3	1	1	1	4	3	0	4	2	4
"RN7SL628P"	0	0	0	0	0	0	0	0	0	0
"GOLGA8H"	8	8	9	8	9	9	5	9	10	11
"ARHGAP11B.DT"	6	8	7	8	6	5	7	2	7	3
"LOC124900357"	0	0	0	0	0	0	0	0	0	0
"ULK4P1"	0	1	1	0	0	0	2	0	0	0
"DNM1P29"	0	0	0	0	0	0	0	0	0	0
"RN7SL196P"	0	0	0	0	0	0	0	0	0	0
"LOC100288482"	0	0	0	0	1	0	0	0	0	0
"GOLGA8R"	3	5	1	4	0	0	1	1	0	1
"LOC105376704"	20	15	32	30	24	16	8	11	11	19
"MPHOSPH10P3"	2	0	0	1	1	1	1	0	0	1
"LOC124903452"	0	3	2	0	1	1	0	1	0	4
"RN7SL796P"	0	0	0	0	0	0	0	0	0	0
"GOLGA8Q"	5	10	5	9	2	3	4	3	5	1
"DNM1P50"	0	1	0	1	0	1	3	0	0	4
"ULK4P2"	1	1	0	0	1	0	2	1	0	0
"LOC124900358"	0	0	0	0	0	0	0	2	0	0
"LOC105370751"	23	12	14	22	21	13	15	18	9	18
"CHRFAM7A"	15	9	20	6	8	9	4	10	7	7
"RNU6.17P"	0	0	0	0	0	0	0	0	0	0
"LOC728424"	0	0	0	0	1	0	0	0	0	1
"LINC02249"	1	1	0	2	2	1	1	1	3	4
"LOC105370747"	0	0	0	0	0	0	0	0	0	0
"LOC105370746"	0	0	0	0	0	0	0	0	0	0
"DNM1P30"	0	0	1	0	0	0	0	0	0	0
"RN7SL469P"	0	0	0	0	0	0	0	0	0	0
"LOC101929922"	0	0	0	0	0	0	0	0	0	0
"GOLGA8T"	0	1	1	0	0	0	1	0	0	0
"LOC124900359"	0	0	1	0	0	0	0	0	0	0
"ULK4P3"	3	6	9	4	5	4	3	4	10	5
"DNM1P28"	0	0	0	0	0	0	0	0	0	0
"RN7SL673P"	0	0	0	0	0	0	0	0	0	0
"GOLGA8J"	1	0	0	0	0	0	0	0	0	1
"SYNGR2P1"	0	0	0	0	0	0	0	0	0	0
"NCAPGP2"	0	0	0	0	0	0	0	0	0	0
"HMGN2P5"	5	2	3	2	2	1	0	0	0	2
"TJP1"	415	349	399	363	240	190	171	138	141	189
"LOC105370743"	0	0	1	0	0	0	0	0	0	0
"LOC100130111"	0	0	0	0	0	0	0	0	0	0
"TUBBP8"	0	0	0	0	0	0	0	0	0	0
"NSMCE3"	7	3	10	7	2	13	11	15	15	7
"LOC100420707"	0	1	2	0	1	0	1	0	0	0
"FAM189A1"	174	129	189	152	94	96	80	112	118	136
"APBA2"	167	172	132	158	107	179	300	261	323	338
"PDCD6IPP2"	64	63	58	68	43	71	57	42	42	33
"LOC100289656"	0	0	0	0	0	0	0	0	0	0
"LOC100996670"	0	0	0	0	0	0	0	0	0	0
"WHAMMP2"	4	8	1	2	3	3	4	3	9	1
"RN7SL719P"	0	0	0	0	0	0	0	0	0	0
"LOC107984746"	0	0	0	0	0	0	0	0	0	0
"GOLGA8M"	0	1	0	0	0	0	0	0	0	1
"LOC100419574"	0	0	0	0	0	0	0	0	0	0
"HERC2P9"	0	1	0	0	0	1	0	0	0	0
"LOC124903450"	0	2	1	0	0	1	1	1	0	0
"HERC2P11"	0	0	0	0	0	0	0	0	0	0
"LOC105369220"	0	0	0	0	0	0	0	0	0	0
"LOC100132202"	0	0	0	0	0	0	0	0	0	0
"MPHOSPH10P8"	0	0	0	0	0	0	0	0	0	0
"GOLGA8G"	0	0	0	0	0	0	0	0	0	0
"ABCB10P4"	0	0	0	0	0	0	0	0	0	0
"MIR4509.3"	0	0	0	0	0	0	0	0	0	0
"LOC101059997"	0	0	0	0	0	0	0	0	0	0
"MIR4509.2"	0	0	0	0	0	0	0	0	0	0
"ABCB10P3"	0	0	0	0	0	0	0	0	0	0
"RN7SL238P"	0	0	0	0	0	0	0	0	0	0
"GOLGA8F"	0	0	0	0	0	0	0	0	0	0
"MPHOSPH10P7"	0	0	0	0	0	0	0	0	0	0
"GOLGA6L22"	0	0	0	0	0	0	0	0	0	0
"LOC101060587"	0	0	0	0	0	0	0	0	0	0
"HERC2P1"	0	0	0	0	0	0	0	0	0	0
"LOC124905371"	1	0	2	0	1	0	0	0	0	0
"RPL41P2"	15	7	8	10	16	8	8	5	6	7
"HERC2"	1076	1147	1232	966	797	1306	1653	1248	1547	1836
"RPL5P32"	0	0	0	0	0	0	0	0	0	0
"OCA2"	40	19	55	25	33	13	10	10	4	13
"LOC100421667"	0	0	0	0	0	0	0	0	0	0
"MIR4509.1"	0	0	0	0	0	0	0	0	0	0
"ABCB10P1"	0	0	0	0	0	0	0	0	0	0
"RN7SL106P"	0	0	0	0	0	0	0	0	0	0
"GOLGA8DP"	0	0	0	0	0	0	0	0	0	0
"MPHOSPH10P5"	0	0	0	0	0	0	0	0	0	0
"GOLGA6L1"	0	0	0	0	0	0	0	0	0	0
"LOC101060118"	0	0	0	0	0	0	0	0	0	0
"ELMO2P1"	0	0	0	0	0	0	0	0	0	0
"TUBGCP5"	142	170	148	161	102	108	116	117	133	153
"PRB1"	0	0	0	0	0	0	0	0	0	0
"PRB4"	0	0	0	0	0	0	0	0	0	0
"PRB3"	0	0	0	0	0	0	0	0	0	0
"LOC100420583"	0	0	0	0	0	0	0	0	0	0
"LOC107987435"	0	2	3	0	1	1	1	2	0	1
"TAS2R42"	0	0	0	0	0	0	0	0	0	0
"TAS2R67P"	0	0	0	0	0	0	0	0	0	0
"SMIM10L1"	679	582	586	569	600	537	541	543	672	643
"TAS2R18P"	0	0	0	0	0	1	1	0	1	0
"TAS2R30"	0	0	1	0	2	0	0	0	1	0
"TAS2R45"	0	0	0	0	0	0	0	1	0	0
"TAS2R68P"	5	8	4	5	2	6	12	8	12	8
"TAS2R46"	0	0	0	0	0	0	0	0	0	0
"TAS2R63P"	0	0	0	0	0	0	0	0	0	0
"TAS2R31"	12	17	3	11	7	10	14	15	7	18
"TAS2R19"	8	8	0	14	9	10	17	11	17	17
"TAS2R20"	1	1	1	5	0	0	0	0	2	2
"TAS2R50"	0	0	0	0	0	0	0	0	0	1
"TAS2R15P"	0	0	0	0	0	0	0	0	0	0
"TAS2R14"	0	0	0	0	0	0	0	0	0	0
"PRH1.TAS2R14"	1	0	1	0	0	1	0	0	0	0
"PRH2"	0	0	0	0	0	0	0	0	0	0
"TAS2R13"	0	0	0	0	0	0	0	0	0	0
"TAS2R12P"	0	0	0	0	0	0	0	0	0	0
"PRH1"	0	0	0	0	0	0	0	0	0	0
"PRR4"	0	0	0	0	0	0	0	0	0	0
"PRH1.PRR4"	0	0	0	0	1	1	0	0	0	1
"LOC100420580"	0	0	0	0	0	0	0	0	0	0
"TAS2R10"	0	0	0	0	0	0	0	0	0	0
"TAS2R9"	0	0	0	0	0	0	0	0	0	0
"TAS2R8"	0	0	0	0	0	0	0	0	0	0
"TAS2R7"	0	0	0	0	0	0	0	0	0	0
"IFITM10"	88	72	60	75	55	27	34	28	33	39
"KRTAP5.6"	0	0	0	0	0	0	0	0	0	0
"LINC02708"	0	0	0	0	0	0	0	0	0	0
"LOC124905370"	0	0	0	0	0	0	0	0	0	0
"FAM99B"	0	0	0	0	0	0	0	0	0	0
"FAM99A"	0	0	0	0	0	0	0	0	0	0
"KRTAP5.5"	0	1	0	0	0	0	0	0	0	0
"KRTAP5.4"	0	0	0	0	0	0	0	0	0	0
"KRTAP5.3"	0	0	0	0	0	0	0	0	0	0
"KRTAP5.2"	0	0	0	0	0	0	0	0	0	0
"KRTAP5.1"	0	0	0	0	0	0	0	0	0	0
"KRTAP5.AS1"	8	9	12	7	4	13	24	22	21	36
"DUSP8"	17	13	12	20	4	10	25	20	31	37
"LOC105379586"	0	0	0	0	0	0	0	0	0	0
"LOC105377775"	0	0	0	0	0	0	0	0	0	0
"LOC105379627"	0	0	0	0	0	0	0	0	0	0
"FAM20C"	764	724	688	803	516	575	822	794	880	990
"LOC105375115"	0	0	0	0	0	0	0	0	0	0
"LINC03014"	2	1	0	0	2	5	4	1	1	0
"LINC03015"	6	3	7	10	2	13	12	16	13	23
"LOC105375114"	0	0	0	0	0	0	0	0	0	0
"LOC101929756"	0	0	0	0	0	0	0	0	0	0
"LOC105375113"	0	0	0	0	0	0	0	0	0	0
"LOC105375112"	0	0	0	0	0	0	0	0	0	0
"LOC102723872"	0	0	0	0	0	0	0	0	0	0
"RNU1.79P"	0	0	0	0	0	0	0	0	0	0
"LOC107987429"	0	0	0	0	0	0	0	0	0	0
"LOC124905367"	0	0	0	0	0	0	0	0	0	0
"ABCF1.DT"	0	0	0	0	0	0	0	0	0	0
"HCG4P5"	0	0	0	0	0	0	0	0	0	0
"LOC124905366"	2	2	2	1	2	0	0	3	1	0
"LOC107987427"	0	0	0	0	0	0	0	0	0	0
"LOC124905365"	0	0	0	0	0	0	0	0	0	0
"LOC105375006"	0	0	0	0	0	0	0	0	0	0
"TRA.CGC5.1"	0	0	0	0	0	0	0	0	0	0
"TRA.CGC2.1"	0	0	0	0	0	0	0	0	0	0
"TRA.AGC4.1"	0	0	0	0	0	0	0	0	0	0
"LINC00533"	0	0	0	0	0	1	0	1	0	0
"TRT.CGT3.1"	0	0	0	0	0	0	0	0	0	0
"TRA.TGC2.1"	0	0	0	0	0	0	0	1	0	1
"TRA.TGC9.1"	0	1	0	0	0	0	4	0	1	1
"LOC105374996"	1	3	0	1	0	2	6	5	7	5
"TRA.AGC3.1"	0	0	0	0	0	0	0	0	0	0
"TRS.GCT4.1"	0	0	0	0	0	0	0	0	0	0
"TRQ.TTG2.1"	0	0	0	2	0	0	1	3	1	1
"ZBED9"	62	90	54	75	48	78	103	99	107	121
"TRR.TCG5.1"	0	0	0	0	0	0	0	0	0	0
"LOC107986586"	0	0	0	0	0	0	0	0	0	0
"TRI.TAT3.1"	0	0	0	0	0	0	0	0	0	0
"GPX5"	0	0	0	0	0	0	0	0	0	0
"GPX6"	0	0	0	0	0	0	0	0	0	0
"PROP1"	0	0	0	0	0	0	0	0	0	0
"SUDS3P1"	2	4	0	4	1	0	2	2	4	4
"LOC100128340"	1	4	0	3	1	1	1	0	0	0
"LOC124901146"	0	0	0	0	0	0	0	0	0	0
"LOC728554"	0	0	0	0	0	0	0	0	0	0
"MCCC2"	1833	1542	1755	1499	1249	1682	1079	1071	1118	1473
"LOC124900999"	0	0	0	0	0	0	0	0	0	0
"HMGN1P12"	0	0	0	0	0	0	0	0	0	0
"LOC100419852"	0	0	0	0	0	0	0	0	0	0
"BDP1"	20	28	12	15	14	20	27	18	23	32
"LOC107987420"	0	0	0	0	0	0	0	0	0	0
"PMCHL2"	0	0	0	0	0	0	0	0	0	0
"LOC105379025"	0	0	0	0	0	0	0	0	0	0
"LINC02197"	0	0	0	0	0	0	0	0	0	0
"LOC441081"	0	0	0	0	0	0	0	0	0	0
"GUSBP17"	4	0	0	3	1	1	2	2	3	4
"LOC107987433"	0	0	0	0	0	0	0	0	0	0
"LOC728452"	0	0	0	0	0	0	0	0	0	0
"GUSBP9"	1	1	0	0	1	2	1	1	0	0
"CDH12P4"	0	0	0	0	0	0	0	0	0	0
